round_epochs,val_loss,val_acc,loss,acc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neuron,last_activation,last_neuron,losses,optimizer,shapes
10,0.6631858967304229,0.7333999872207642,0.838799582862854,0.67228335,relu,64,0.3,10,300,1,200,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4909693363189697,0.8317000269889832,0.495227901951472,0.8274,elu,64,0.1,10,300,1,100,softmax,10,categorical_crossentropy,Nadam,brick
10,0.9263735920906067,0.6122000217437744,1.142385963110129,0.5449,relu,16,0.2,10,100,2,200,softmax,10,categorical_crossentropy,Nadam,brick
10,0.6402514543056488,0.7509999871253967,0.7490650688489278,0.69993335,elu,64,0.2,10,100,0,300,softmax,10,categorical_crossentropy,Adam,brick
10,0.6250619245052338,0.7907000184059143,0.8395056313514709,0.69518334,relu,64,0.3,10,300,0,100,softmax,10,categorical_crossentropy,Nadam,brick
10,0.49232960991859437,0.8374999761581421,0.604723151087761,0.78728336,elu,32,0.1,10,300,1,100,softmax,10,categorical_crossentropy,Nadam,brick
10,0.5083121516942978,0.8080999851226807,0.6860194404284159,0.7420667,elu,64,0.1,10,200,3,300,softmax,10,categorical_crossentropy,Nadam,brick
10,0.43878268570899964,0.8420000076293945,0.4606746566414833,0.8358167,relu,32,0.1,10,200,1,100,softmax,10,categorical_crossentropy,Adam,brick
10,0.6761111796855926,0.7372000217437744,0.7988220239162445,0.6877667,relu,32,0.2,10,100,0,100,softmax,10,categorical_crossentropy,Adam,brick
10,0.6345091386318207,0.7372000217437744,0.6434188025951385,0.73825,elu,32,0.1,10,100,3,100,softmax,10,categorical_crossentropy,Nadam,brick
