round_epochs,val_loss,val_acc,loss,acc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neuron,last_activation,last_neuron,losses,optimizer,shapes
10,0.3520146329062326,0.8691428303718567,0.3832195540836879,0.8558393,elu,64,0.2,10,40,0,80,softmax,10,categorical_crossentropy,Nadam,brick
10,0.36112628075054715,0.8654285669326782,0.3466205848966326,0.86882144,relu,128,0.1,10,80,2,80,softmax,10,categorical_crossentropy,Nadam,brick
10,0.38217774864605497,0.8575714230537415,0.4521200622831072,0.8370357,relu,64,0.3,10,80,2,60,softmax,10,categorical_crossentropy,Adam,brick
10,0.49647497616495406,0.8270714282989502,0.6547988456147058,0.76125,relu,32,0.3,10,40,3,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.3524602895464216,0.8657857179641724,0.3708187479972839,0.86248213,elu,128,0.1,10,40,2,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.376184221642358,0.8588571548461914,0.42691672941616604,0.8445536,elu,128,0.2,10,80,3,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.36138069118772237,0.8621428608894348,0.3940458037001746,0.85351783,relu,64,0.1,10,40,3,80,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4251185804775783,0.8450000286102295,0.5025690104791096,0.82623214,elu,32,0.3,10,40,3,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.3644214690072196,0.8645714521408081,0.4126653170457908,0.8470714,relu,32,0.3,10,60,0,80,softmax,10,categorical_crossentropy,Adam,brick
10,0.3546798785414014,0.8658571243286133,0.37851143167700085,0.85901785,relu,64,0.1,10,60,2,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.3421055629253387,0.8688571453094482,0.35439661245686666,0.867125,relu,64,0.1,10,60,0,60,softmax,10,categorical_crossentropy,Adam,brick
10,0.35900205002512253,0.861214280128479,0.4046220022397382,0.84830356,elu,32,0.3,10,80,1,60,softmax,10,categorical_crossentropy,Adam,brick
10,0.35342945446286883,0.8684999942779541,0.3712755792140961,0.86053574,relu,64,0.1,10,40,0,80,softmax,10,categorical_crossentropy,Adam,brick
10,0.37126094385555813,0.8601428866386414,0.3962737904276167,0.8502321,elu,64,0.2,10,40,0,80,softmax,10,categorical_crossentropy,Adam,brick
10,0.3568186016082764,0.866357147693634,0.40316802944455826,0.8505,elu,128,0.2,10,60,2,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.3868383481502533,0.8524285554885864,0.4038371698515756,0.849375,elu,64,0.2,10,80,3,60,softmax,10,categorical_crossentropy,Adam,brick
10,0.3852154313155583,0.855571448802948,0.41996558317967825,0.8445357,relu,32,0.2,10,60,1,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.3963370916162218,0.8496428728103638,0.48821443368707385,0.82248217,relu,64,0.3,10,40,2,60,softmax,10,categorical_crossentropy,Adam,brick
10,0.3506609408174242,0.8692857027053833,0.34540772598130365,0.86989284,relu,128,0.1,10,60,0,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.34474689957073756,0.8721428513526917,0.34929349643843516,0.8684464,relu,128,0.1,10,80,0,60,softmax,10,categorical_crossentropy,Adam,brick
10,0.34600417474337986,0.871071457862854,0.35565494922229224,0.8667143,relu,128,0.1,10,80,0,80,softmax,10,categorical_crossentropy,Adam,brick
10,0.3563876246043614,0.8669999837875366,0.38503544087069375,0.8560536,elu,32,0.2,10,40,0,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.34581119186537607,0.8684285879135132,0.3667841436522348,0.86144644,elu,128,0.1,10,60,2,80,softmax,10,categorical_crossentropy,Adam,brick
10,0.3909467712002141,0.8522857427597046,0.471168630361557,0.83173215,elu,32,0.3,10,60,3,80,softmax,10,categorical_crossentropy,Nadam,brick
10,0.38102831344093596,0.8621428608894348,0.4598590447860105,0.8371071,elu,32,0.3,10,80,3,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.35048769245828904,0.8640000224113464,0.3775560612678528,0.8575,relu,128,0.3,10,80,0,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.34991536736488343,0.8637857437133789,0.3776927796772548,0.85907143,relu,128,0.1,10,80,2,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.3532317514760154,0.8682857155799866,0.36771860802173617,0.86248213,elu,64,0.1,10,40,2,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.38106207530839104,0.8597857356071472,0.44040941395078387,0.83928573,relu,128,0.2,10,40,3,80,softmax,10,categorical_crossentropy,Adam,brick
10,0.38116676500865393,0.8605714440345764,0.41830074782030924,0.84323215,elu,64,0.3,10,40,0,80,softmax,10,categorical_crossentropy,Adam,brick
10,0.4004577102320535,0.8505714535713196,0.4708820650918143,0.83108926,relu,128,0.3,10,80,2,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.34826060169935225,0.8732143044471741,0.36281943841784126,0.86294645,elu,32,0.1,10,80,2,80,softmax,10,categorical_crossentropy,Nadam,brick
10,0.3514297764982496,0.8679285645484924,0.35547163585254127,0.86471426,elu,64,0.1,10,80,0,60,softmax,10,categorical_crossentropy,Adam,brick
10,0.393003705399377,0.8513571619987488,0.439881708247321,0.83769643,elu,64,0.3,10,60,2,60,softmax,10,categorical_crossentropy,Adam,brick
