ID,TITLE,COLLECTION_URL,DOWNLOAD_URL,HAS_PICTURE,DESCRIPTION,SEARCH_TAGS,OBJ_DATA,RELATED_WORKS,IMG_DATA
s0004V1962r,Head of a Woman,https://vangoghmuseum.nl/en/collection/s0004V1962r,https://vangoghmuseum.nl/asset/download/s0004V1962r,True,"{
    ""title"": ""Head of a Woman"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, May 1885"",
    ""details"": ""oil on canvas, 43.5 cm x 36.2 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""1885"": ""https://vangoghmuseum.nl/en/collection?Date=1885"",
    ""Nuenen"": ""https://vangoghmuseum.nl/en/collection?Place=Nuenen"",
    ""painting"": ""https://vangoghmuseum.nl/en/collection?Type=painting"",
    ""study"": ""https://vangoghmuseum.nl/en/collection?Type=study"",
    ""figure representation"": ""https://vangoghmuseum.nl/en/collection?Genre=figure (representation)"",
    ""heads"": ""https://vangoghmuseum.nl/en/collection?Genre=heads"",
    ""Vincent van Gogh"": ""https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh""
}","{
    ""F-number"": ""F0388r"",
    ""JH-number"": ""JH0782"",
    ""Object number"": ""s0004V1962r"",
    ""Dimensions"": ""43.5 cm x 36.2 cm"",
    ""Provenance"": ""With his brother Theo van Gogh, Paris, after May 1885; after Theo’s death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 16 December 1930; donated by Vincent Willem van Gogh on 11 March 1952 to the (1st) Vincent van Gogh Foundation, Laren; transferred on 28 December 1960 by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994."",
    ""artist"": ""Vincent van Gogh"",
    ""Credits (obliged to state)"": ""Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",{},"[[[ 48  53  51 255]
  [ 45  50  48 255]
  [ 45  50  48 255]
  ...
  [ 33  42  39 255]
  [ 31  40  37 255]
  [ 28  37  34 255]]

 [[ 25  30  28 255]
  [ 32  37  35 255]
  [ 43  48  46 255]
  ...
  [ 28  37  34 255]
  [ 26  35  32 255]
  [ 24  33  30 255]]

 [[ 22  27  25 255]
  [ 30  35  33 255]
  [ 36  41  39 255]
  ...
  [ 29  38  35 255]
  [ 27  36  33 255]
  [ 25  34  31 255]]

 ...

 [[ 52  71  84 255]
  [ 52  71  84 255]
  [ 59  76  89 255]
  ...
  [ 30  46  53 255]
  [ 38  54  61 255]
  [ 46  61  70 255]]

 [[ 29  50  65 255]
  [ 57  78  93 255]
  [ 68  87 102 255]
  ...
  [ 44  59  68 255]
  [ 50  67  76 255]
  [ 60  76  88 255]]

 [[ 37  60  75 255]
  [ 87 110 125 255]
  [ 86 107 122 255]
  ...
  [ 46  61  70 255]
  [ 49  65  77 255]
  [ 54  70  82 255]]]"
s0006V1962,Head of a Woman,https://vangoghmuseum.nl/en/collection/s0006V1962,https://vangoghmuseum.nl/asset/download/s0006V1962,True,"{
    ""title"": ""Head of a Woman"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, April 1885"",
    ""details"": ""oil on canvas, 43.2 cm x 30.0 cm x 2.2 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""1885"": ""https://vangoghmuseum.nl/en/collection?Date=1885"",
    ""Nuenen"": ""https://vangoghmuseum.nl/en/collection?Place=Nuenen"",
    ""painting"": ""https://vangoghmuseum.nl/en/collection?Type=painting"",
    ""study"": ""https://vangoghmuseum.nl/en/collection?Type=study"",
    ""figure representation"": ""https://vangoghmuseum.nl/en/collection?Genre=figure (representation)"",
    ""heads"": ""https://vangoghmuseum.nl/en/collection?Genre=heads"",
    ""Vincent van Gogh"": ""https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh""
}","{
    ""F-number"": ""F0160"",
    ""JH-number"": ""JH0722"",
    ""Object number"": ""s0006V1962"",
    ""Dimensions"": ""43.2 cm x 30.0 cm, 2.2 cm x 59.0 cm, 46.2 cm x 9.5 cm"",
    ""Provenance"": ""Probably taken from Nuenen by his brother, Theo van Gogh, Paris, at the end of March 1885; after Theo’s death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 16 December 1930; transferred by Vincent Willem van Gogh, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994."",
    ""artist"": ""Vincent van Gogh"",
    ""Credits (obliged to state)"": ""Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""Head of a Woman"": ""https://vangoghmuseum.nl/en/collection/s0072V1962"",
    ""Head of a Man"": ""https://vangoghmuseum.nl/en/collection/s0069V1962"",
    ""Head of a Woman 1"": ""https://vangoghmuseum.nl/en/collection/s0139V1962"",
    ""Head of a Woman 2"": ""https://vangoghmuseum.nl/en/collection/s0062V1962"",
    ""Head of a Woman 3"": ""https://vangoghmuseum.nl/en/collection/s0084V1962""
}","[[[ 18  31  23 255]
  [ 19  32  24 255]
  [ 19  32  24 255]
  ...
  [ 24  26  20 255]
  [ 24  26  20 255]
  [ 27  30  28 255]]

 [[ 20  33  25 255]
  [ 21  34  26 255]
  [ 21  34  26 255]
  ...
  [ 23  25  19 255]
  [ 23  25  19 255]
  [ 24  28  23 255]]

 [[ 20  33  25 255]
  [ 21  34  26 255]
  [ 21  34  26 255]
  ...
  [ 22  24  18 255]
  [ 22  24  18 255]
  [ 20  24  19 255]]

 ...

 [[ 24  36  30 255]
  [ 22  34  28 255]
  [ 21  33  27 255]
  ...
  [ 18  34  27 255]
  [ 16  32  25 255]
  [ 18  34  27 255]]

 [[ 24  38  32 255]
  [ 22  36  30 255]
  [ 21  35  29 255]
  ...
  [ 21  37  30 255]
  [ 18  34  27 255]
  [ 23  39  32 255]]

 [[ 23  37  31 255]
  [ 23  37  31 255]
  [ 24  38  32 255]
  ...
  [ 29  45  38 255]
  [ 27  43  36 255]
  [ 25  41  34 255]]]"
s0010V1962,Portrait of an Old Woman,https://vangoghmuseum.nl/en/collection/s0010V1962,https://vangoghmuseum.nl/asset/download/s0010V1962,True,"{
    ""title"": ""Portrait of an Old Woman"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Antwerp, December 1885"",
    ""details"": ""oil on canvas, 50.5 cm x 39.8 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""1885"": ""https://vangoghmuseum.nl/en/collection?Date=1885"",
    ""Antwerp"": ""https://vangoghmuseum.nl/en/collection?Place=Antwerp"",
    ""painting"": ""https://vangoghmuseum.nl/en/collection?Type=painting"",
    ""study"": ""https://vangoghmuseum.nl/en/collection?Type=study"",
    ""portrait"": ""https://vangoghmuseum.nl/en/collection?Genre=portrait"",
    ""Vincent van Gogh"": ""https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh""
}","{
    ""F-number"": ""F0174"",
    ""JH-number"": ""JH0978"",
    ""Object number"": ""s0010V1962"",
    ""Dimensions"": ""50.5 cm x 39.8 cm, 68.1 cm x 57.7 cm"",
    ""Provenance"": ""With his brother Theo van Gogh, Paris, after December 1885; after Theo’s death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994."",
    ""artist"": ""Vincent van Gogh"",
    ""Credits (obliged to state)"": ""Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",{},"[[[ 61  82  97 255]
  [ 75  96 111 255]
  [ 83 104 119 255]
  ...
  [ 76  89  97 255]
  [ 81  97 104 255]
  [ 83  99 106 255]]

 [[ 67  86 101 255]
  [ 77  99 111 255]
  [ 87 106 121 255]
  ...
  [ 74  87  95 255]
  [ 78  94 101 255]
  [ 80  96 103 255]]

 [[ 82  99 112 255]
  [ 85 105 116 255]
  [ 89 106 119 255]
  ...
  [ 72  86  92 255]
  [ 76  92  99 255]
  [ 77  93 100 255]]

 ...

 [[ 36  38  39 255]
  [ 34  36  37 255]
  [ 32  34  35 255]
  ...
  [ 34  38  43 255]
  [ 36  40  45 255]
  [ 39  43  48 255]]

 [[ 43  44  48 255]
  [ 39  40  44 255]
  [ 35  37  38 255]
  ...
  [ 35  39  44 255]
  [ 38  42  47 255]
  [ 40  44  49 255]]

 [[ 52  53  57 255]
  [ 47  48  52 255]
  [ 40  42  43 255]
  ...
  [ 36  40  45 255]
  [ 39  43  48 255]
  [ 40  44  49 255]]]"
s0056V1962,Torso of Venus,https://vangoghmuseum.nl/en/collection/s0056V1962,https://vangoghmuseum.nl/asset/download/s0056V1962,True,"{
    ""title"": ""Torso of Venus"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Paris, June 1886"",
    ""details"": ""oil on cardboard, 46.0 cm x 38.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""1886"": ""https://vangoghmuseum.nl/en/collection?Date=1886"",
    ""Paris"": ""https://vangoghmuseum.nl/en/collection?Place=Paris"",
    ""painting"": ""https://vangoghmuseum.nl/en/collection?Type=painting"",
    ""study"": ""https://vangoghmuseum.nl/en/collection?Type=study"",
    ""still life"": ""https://vangoghmuseum.nl/en/collection?Genre=still life"",
    ""figure representation"": ""https://vangoghmuseum.nl/en/collection?Genre=figure (representation)"",
    ""nude"": ""https://vangoghmuseum.nl/en/collection?Genre=nude"",
    ""Vincent van Gogh"": ""https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh""
}","{
    ""F-number"": ""F0216a"",
    ""JH-number"": ""JH1054"",
    ""Object number"": ""s0056V1962"",
    ""Dimensions"": ""46.0 cm x 38.0 cm, 55.1 cm x 46.5 cm"",
    ""Provenance"": ""Left by the artist at the apartment of his brother Theo van Gogh, Paris, mid-June 1886; after Theo’s death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994."",
    ""artist"": ""Vincent van Gogh"",
    ""Credits (obliged to state)"": ""Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""Torso of Venus"": ""https://vangoghmuseum.nl/en/collection/s0089V1962"",
    ""Horse"": ""https://vangoghmuseum.nl/en/collection/s0202V1962"",
    ""Torso of Venus 1"": ""https://vangoghmuseum.nl/en/collection/s0101V1962"",
    ""Male Torso"": ""https://vangoghmuseum.nl/en/collection/s0103V1962"",
    ""Kneeling Ecorche"": ""https://vangoghmuseum.nl/en/collection/s0102V1962"",
    ""Torso of Venus 2"": ""https://vangoghmuseum.nl/en/collection/s0201V1962""
}","[[[135 116  65 255]
  [134 115  64 255]
  [133 114  63 255]
  ...
  [134 113  51 255]
  [134 114  49 255]
  [135 115  50 255]]

 [[135 116  65 255]
  [134 115  64 255]
  [132 113  62 255]
  ...
  [135 114  52 255]
  [135 115  50 255]
  [135 115  50 255]]

 [[134 117  66 255]
  [131 114  63 255]
  [131 112  61 255]
  ...
  [133 115  52 255]
  [135 114  52 255]
  [135 114  52 255]]

 ...

 [[ 99 107 107 255]
  [ 99 109 109 255]
  [102 111 114 255]
  ...
  [130 144 138 255]
  [134 149 145 255]
  [135 152 148 255]]

 [[100 109 112 255]
  [101 110 113 255]
  [103 112 116 255]
  ...
  [135 149 143 255]
  [136 153 149 255]
  [135 154 151 255]]

 [[105 114 117 255]
  [106 115 118 255]
  [105 116 120 255]
  ...
  [151 165 159 255]
  [148 165 161 255]
  [144 163 160 255]]]"
s0058V1962,Woman with a Mourning Shawl,https://vangoghmuseum.nl/en/collection/s0058V1962,https://vangoghmuseum.nl/asset/download/s0058V1962,True,"{
    ""title"": ""Woman with a Mourning Shawl"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, March-May 1885"",
    ""details"": ""oil on canvas, 45.5 cm x 33.0 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""1885"": ""https://vangoghmuseum.nl/en/collection?Date=1885"",
    ""Nuenen"": ""https://vangoghmuseum.nl/en/collection?Place=Nuenen"",
    ""painting"": ""https://vangoghmuseum.nl/en/collection?Type=painting"",
    ""study"": ""https://vangoghmuseum.nl/en/collection?Type=study"",
    ""figure representation"": ""https://vangoghmuseum.nl/en/collection?Genre=figure (representation)"",
    ""heads"": ""https://vangoghmuseum.nl/en/collection?Genre=heads"",
    ""Vincent van Gogh"": ""https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh""
}","{
    ""F-number"": ""F0161"",
    ""JH-number"": ""JH0788"",
    ""Object number"": ""s0058V1962"",
    ""Dimensions"": ""45.5 cm x 33.0 cm, 60 cm x 48 cm"",
    ""Provenance"": ""With his brother Theo van Gogh, Paris, after May 1885; after Theo’s death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam (ratified 28 December 1970); agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994."",
    ""artist"": ""Vincent van Gogh"",
    ""Credits (obliged to state)"": ""Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}",{},"[[[ 52  67  63 255]
  [ 59  74  70 255]
  [ 37  52  48 255]
  ...
  [ 29  49  44 255]
  [ 33  53  48 255]
  [ 33  53  48 255]]

 [[ 37  52  48 255]
  [ 35  50  46 255]
  [ 18  33  29 255]
  ...
  [ 25  45  40 255]
  [ 39  59  54 255]
  [ 39  59  54 255]]

 [[ 24  39  35 255]
  [ 24  39  35 255]
  [ 18  33  29 255]
  ...
  [ 21  41  36 255]
  [ 26  46  41 255]
  [ 26  46  41 255]]

 ...

 [[ 22  26  20 255]
  [ 24  28  22 255]
  [ 25  29  23 255]
  ...
  [ 17  32  24 255]
  [ 17  32  24 255]
  [ 18  33  25 255]]

 [[ 25  29  23 255]
  [ 27  31  25 255]
  [ 29  33  27 255]
  ...
  [ 17  32  24 255]
  [ 19  34  26 255]
  [ 19  34  26 255]]

 [[ 27  31  25 255]
  [ 30  34  28 255]
  [ 32  36  30 255]
  ...
  [ 17  32  24 255]
  [ 16  31  23 255]
  [ 16  31  23 255]]]"
s0059V1962,Head of a Prostitute,https://vangoghmuseum.nl/en/collection/s0059V1962,https://vangoghmuseum.nl/asset/download/s0059V1962,True,"{
    ""title"": ""Head of a Prostitute"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Antwerp, December 1885"",
    ""details"": ""oil on canvas, 35.2 cm x 24.4 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""1885"": ""https://vangoghmuseum.nl/en/collection?Date=1885"",
    ""Antwerp"": ""https://vangoghmuseum.nl/en/collection?Place=Antwerp"",
    ""painting"": ""https://vangoghmuseum.nl/en/collection?Type=painting"",
    ""study"": ""https://vangoghmuseum.nl/en/collection?Type=study"",
    ""figure representation"": ""https://vangoghmuseum.nl/en/collection?Genre=figure (representation)"",
    ""heads"": ""https://vangoghmuseum.nl/en/collection?Genre=heads"",
    ""Vincent van Gogh"": ""https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh""
}","{
    ""F-number"": ""F0206"",
    ""JH-number"": ""JH0972"",
    ""Object number"": ""s0059V1962"",
    ""Dimensions"": ""35.2 cm x 24.4 cm, 52.9 cm x 41.9 cm"",
    ""Provenance"": ""With his brother Theo van Gogh, Paris, after December 1885; after Theo’s death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; donated by Vincent Willem van Gogh on 11 March 1952 to the (1st) Vincent van Gogh Foundation, Laren; transferred on 28 December 1960 by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994."",
    ""artist"": ""Vincent van Gogh"",
    ""Credits (obliged to state)"": ""Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""Portrait of a Prostitute"": ""https://vangoghmuseum.nl/en/collection/s0143V1962""
}","[[[ 66  77  85 255]
  [ 48  59  67 255]
  [ 49  58  67 255]
  ...
  [ 61  67  50 255]
  [ 59  63  44 255]
  [ 55  59  40 255]]

 [[ 60  71  79 255]
  [ 45  56  64 255]
  [ 38  47  56 255]
  ...
  [ 52  60  43 255]
  [ 57  63  44 255]
  [ 63  67  48 255]]

 [[ 55  66  74 255]
  [ 49  60  68 255]
  [ 36  46  53 255]
  ...
  [ 51  58  43 255]
  [ 53  61  44 255]
  [ 58  64  47 255]]

 ...

 [[ 27  30  35 255]
  [ 36  39  44 255]
  [ 21  24  29 255]
  ...
  [ 56  75  78 255]
  [ 56  75  80 255]
  [ 55  74  79 255]]

 [[ 27  30  35 255]
  [ 38  41  46 255]
  [ 24  27  32 255]
  ...
  [ 68  87  90 255]
  [ 67  87  92 255]
  [ 65  85  90 255]]

 [[ 29  32  37 255]
  [ 29  32  37 255]
  [ 30  33  38 255]
  ...
  [ 75  94  97 255]
  [ 73  93  98 255]
  [ 73  93  98 255]]]"
s0061V1962,Portrait of an Old Man,https://vangoghmuseum.nl/en/collection/s0061V1962,https://vangoghmuseum.nl/asset/download/s0061V1962,True,"{
    ""title"": ""Portrait of an Old Man"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Antwerp, December 1885"",
    ""details"": ""oil on canvas, 44.4 cm x 33.7 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""1885"": ""https://vangoghmuseum.nl/en/collection?Date=1885"",
    ""Antwerp"": ""https://vangoghmuseum.nl/en/collection?Place=Antwerp"",
    ""painting"": ""https://vangoghmuseum.nl/en/collection?Type=painting"",
    ""study"": ""https://vangoghmuseum.nl/en/collection?Type=study"",
    ""portrait"": ""https://vangoghmuseum.nl/en/collection?Genre=portrait"",
    ""Vincent van Gogh"": ""https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh""
}","{
    ""F-number"": ""F0205"",
    ""JH-number"": ""JH0971"",
    ""Object number"": ""s0061V1962"",
    ""Dimensions"": ""44.4 cm x 33.7 cm, 58.6 cm x 48.5 cm"",
    ""Provenance"": ""With his brother Theo van Gogh, Paris, after December 1885; after Theo’s death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994."",
    ""artist"": ""Vincent van Gogh"",
    ""Credits (obliged to state)"": ""Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""Head of an Old Man"": ""https://vangoghmuseum.nl/en/collection/d0041V1971""
}","[[[ 30  37  40 255]
  [ 35  42  45 255]
  [ 33  40  43 255]
  ...
  [ 21  34  36 255]
  [ 18  31  33 255]
  [ 18  31  33 255]]

 [[ 26  33  36 255]
  [ 33  40  43 255]
  [ 36  43  46 255]
  ...
  [ 21  34  36 255]
  [ 19  32  34 255]
  [ 19  32  34 255]]

 [[ 27  34  37 255]
  [ 31  38  41 255]
  [ 35  42  45 255]
  ...
  [ 21  34  36 255]
  [ 19  32  34 255]
  [ 19  32  34 255]]

 ...

 [[ 31  38  41 255]
  [ 29  36  39 255]
  [ 29  36  39 255]
  ...
  [ 40  58  59 255]
  [ 37  54  57 255]
  [ 37  54  57 255]]

 [[ 25  32  35 255]
  [ 27  34  37 255]
  [ 30  37  40 255]
  ...
  [ 46  61  63 255]
  [ 43  60  63 255]
  [ 42  59  62 255]]

 [[ 17  24  27 255]
  [ 22  29  32 255]
  [ 28  35  38 255]
  ...
  [ 44  59  61 255]
  [ 41  58  61 255]
  [ 41  58  61 255]]]"
s0062V1962,Head of a Woman,https://vangoghmuseum.nl/en/collection/s0062V1962,https://vangoghmuseum.nl/asset/download/s0062V1962,True,"{
    ""title"": ""Head of a Woman"",
    ""creator-info"": ""Vincent van Gogh (1853 - 1890), Nuenen, March 1885"",
    ""details"": ""oil on canvas on triplex, 42.2 cm x 34.8 cm"",
    ""credit"": ""Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""1885"": ""https://vangoghmuseum.nl/en/collection?Date=1885"",
    ""Nuenen"": ""https://vangoghmuseum.nl/en/collection?Place=Nuenen"",
    ""painting"": ""https://vangoghmuseum.nl/en/collection?Type=painting"",
    ""study"": ""https://vangoghmuseum.nl/en/collection?Type=study"",
    ""figure representation"": ""https://vangoghmuseum.nl/en/collection?Genre=figure (representation)"",
    ""heads"": ""https://vangoghmuseum.nl/en/collection?Genre=heads"",
    ""Vincent van Gogh"": ""https://vangoghmuseum.nl/en/collection?Artist=Vincent van Gogh""
}","{
    ""F-number"": ""F0080a"",
    ""JH-number"": ""JH0682"",
    ""Object number"": ""s0062V1962"",
    ""Dimensions"": ""42.2 cm x 34.8 cm, 58.5 cm x 51 cm"",
    ""Provenance"": ""Probably taken from Nuenen by his brother Theo van Gogh, Paris, 31 March 1885; after Theo’s death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994."",
    ""artist"": ""Vincent van Gogh"",
    ""Credits (obliged to state)"": ""Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)""
}","{
    ""Head of a Woman"": ""https://vangoghmuseum.nl/en/collection/s0072V1962"",
    ""Head of a Man"": ""https://vangoghmuseum.nl/en/collection/s0069V1962"",
    ""Head of a Woman 1"": ""https://vangoghmuseum.nl/en/collection/s0139V1962"",
    ""Head of a Woman 2"": ""https://vangoghmuseum.nl/en/collection/s0006V1962"",
    ""Head of a Woman 3"": ""https://vangoghmuseum.nl/en/collection/s0084V1962""
}","[[[ 91 100  97 255]
  [ 57  66  63 255]
  [ 47  56  53 255]
  ...
  [ 34  51  54 255]
  [ 88 106 113 255]
  [111 130 137 255]]

 [[ 59  68  65 255]
  [ 35  44  41 255]
  [ 37  46  43 255]
  ...
  [ 33  49  55 255]
  [ 85 103 110 255]
  [104 123 130 255]]

 [[ 88  97  94 255]
  [ 42  51  48 255]
  [ 27  36  33 255]
  ...
  [ 40  56  62 255]
  [ 93 111 118 255]
  [108 127 135 255]]

 ...

 [[108 128 139 255]
  [ 53  73  84 255]
  [ 32  51  59 255]
  ...
  [ 56  69  77 255]
  [ 52  65  73 255]
  [ 52  65  73 255]]

 [[111 133 144 255]
  [ 46  68  79 255]
  [ 26  47  55 255]
  ...
  [ 60  76  83 255]
  [ 56  72  79 255]
  [ 55  71  78 255]]

 [[113 135 146 255]
  [ 56  78  89 255]
  [ 45  66  74 255]
  ...
  [ 52  68  75 255]
  [ 47  63  70 255]
  [ 46  62  69 255]]]"
