id,epoch,val_loss,val_acc,loss,acc
0x6c7540eb1c482462,1,0.5367,0.8063,0.6161,0.778
0x6c7540eb1c482462,2,0.5253,0.8056,0.5386,0.7979
0x6c7540eb1c482462,3,0.5116,0.8121,0.5216,0.8023
0x6c7540eb1c482462,4,0.5107,0.8091,0.5137,0.8063
0x6c7540eb1c482462,5,0.4909,0.8211,0.5079,0.8077
0x6c7540eb1c482462,6,0.505,0.8144,0.5007,0.8111
0x6c7540eb1c482462,7,0.4924,0.8111,0.4984,0.8131
0x6c7540eb1c482462,8,0.4866,0.8161,0.493,0.8131
0x6c7540eb1c482462,9,0.4833,0.8213,0.4905,0.8148
0x6c7540eb1c482462,10,0.4849,0.817,0.4881,0.8158
0x4b29923077da4dd9,1,0.5128,0.8106,0.6374,0.7687
0x4b29923077da4dd9,2,0.4984,0.8154,0.5414,0.8008
0x4b29923077da4dd9,3,0.486,0.8173,0.5262,0.8079
0x4b29923077da4dd9,4,0.4896,0.8165,0.5182,0.8109
0x4b29923077da4dd9,5,0.4901,0.8196,0.5106,0.8133
0x4b29923077da4dd9,6,0.4842,0.8203,0.5035,0.8163
0x4b29923077da4dd9,7,0.4707,0.8256,0.4997,0.8168
0x4b29923077da4dd9,8,0.486,0.8186,0.4966,0.8176
0x4b29923077da4dd9,9,0.4767,0.8248,0.4941,0.8198
0x4b29923077da4dd9,10,0.4719,0.8296,0.4904,0.8224
0x35798646e0458616,1,0.5586,0.7944,0.6983,0.7526
0x35798646e0458616,2,0.5294,0.8031,0.5895,0.7806
0x35798646e0458616,3,0.5216,0.804,0.566,0.7896
0x35798646e0458616,4,0.5047,0.8116,0.553,0.7929
0x35798646e0458616,5,0.5071,0.8099,0.5473,0.7959
0x35798646e0458616,6,0.5019,0.8134,0.5386,0.7986
0x35798646e0458616,7,0.5154,0.8052,0.5351,0.7989
0x35798646e0458616,8,0.4958,0.8155,0.5295,0.803
0x35798646e0458616,9,0.4962,0.8112,0.5265,0.8022
0x35798646e0458616,10,0.4894,0.817,0.5242,0.8043
0x30702c2490d47467,1,0.5701,0.7969,0.6562,0.7643
0x30702c2490d47467,2,0.5403,0.7952,0.57,0.7856
0x30702c2490d47467,3,0.5393,0.7989,0.5523,0.7941
0x30702c2490d47467,4,0.5445,0.7959,0.5463,0.7957
0x30702c2490d47467,5,0.5138,0.8111,0.5374,0.7975
0x30702c2490d47467,6,0.5296,0.8001,0.5336,0.8018
0x30702c2490d47467,7,0.5155,0.8099,0.5318,0.8016
0x30702c2490d47467,8,0.504,0.8162,0.5254,0.8058
0x30702c2490d47467,9,0.5029,0.8159,0.5252,0.8037
0x30702c2490d47467,10,0.5088,0.8086,0.5232,0.8048
