id,epoch,val_loss,val_acc,loss,acc
0x3ceee138ee5d54c6,1,0.6004,0.7703,1.2732,0.6862
0x3ceee138ee5d54c6,2,0.5314,0.8035,0.6162,0.7654
0x3ceee138ee5d54c6,3,0.4959,0.7919,0.5663,0.7933
0x3ceee138ee5d54c6,4,0.4884,0.831,0.5435,0.8058
0x3ceee138ee5d54c6,5,0.4922,0.8281,0.5143,0.8174
0x3ceee138ee5d54c6,6,0.4506,0.8405,0.4964,0.8259
0x3ceee138ee5d54c6,7,0.4716,0.8371,0.4891,0.8308
0x3ceee138ee5d54c6,8,0.4527,0.8461,0.4699,0.8354
0x3ceee138ee5d54c6,9,0.4412,0.8459,0.4769,0.834
0x3ceee138ee5d54c6,10,0.496,0.8238,0.5056,0.8345
0x765da6b78e4437ab,1,0.5691,0.7867,1.6285,0.7068
0x765da6b78e4437ab,2,0.4987,0.8254,0.5741,0.7969
0x765da6b78e4437ab,3,0.4885,0.8222,0.5118,0.8181
0x765da6b78e4437ab,4,0.4872,0.8292,0.4823,0.8282
0x765da6b78e4437ab,5,0.4543,0.8354,0.4715,0.8327
0x765da6b78e4437ab,6,0.4704,0.8358,0.461,0.8337
0x765da6b78e4437ab,7,0.4294,0.8463,0.4499,0.84
0x765da6b78e4437ab,8,0.4486,0.8414,0.4374,0.8424
0x765da6b78e4437ab,9,0.4435,0.8417,0.436,0.8452
0x765da6b78e4437ab,10,0.4449,0.8382,0.4326,0.847
0x27d8e5c8806200a5,1,0.8599,0.6417,3.8601,0.5113
0x27d8e5c8806200a5,2,0.7173,0.708,1.0947,0.609
0x27d8e5c8806200a5,3,0.6412,0.7674,0.9215,0.656
0x27d8e5c8806200a5,4,0.6239,0.7621,0.8097,0.694
0x27d8e5c8806200a5,5,0.5621,0.7838,0.7161,0.7266
0x27d8e5c8806200a5,6,0.5401,0.8151,0.6769,0.7487
0x27d8e5c8806200a5,7,0.4913,0.8228,0.623,0.7725
0x27d8e5c8806200a5,8,0.4834,0.8291,0.5856,0.7881
0x27d8e5c8806200a5,9,0.4734,0.8353,0.5639,0.798
0x27d8e5c8806200a5,10,0.4591,0.8346,0.5424,0.8076
0x3d9064d721cb6d0f,1,0.7073,0.7124,1.5857,0.6189
0x3d9064d721cb6d0f,2,0.657,0.7331,0.7823,0.6956
0x3d9064d721cb6d0f,3,0.6467,0.7373,0.7516,0.7104
0x3d9064d721cb6d0f,4,0.6152,0.7381,0.6974,0.7175
0x3d9064d721cb6d0f,5,0.6167,0.738,0.6931,0.7201
0x3d9064d721cb6d0f,6,0.6097,0.7462,0.6603,0.728
0x3d9064d721cb6d0f,7,0.6078,0.7371,0.6733,0.723
0x3d9064d721cb6d0f,8,0.6177,0.7415,0.6656,0.7278
0x3d9064d721cb6d0f,9,0.6592,0.7264,0.6681,0.7265
0x3d9064d721cb6d0f,10,0.6459,0.7364,0.6859,0.7209
0x2d0a51f13121503c,1,0.7165,0.7149,2.1853,0.6204
0x2d0a51f13121503c,2,0.6862,0.7241,0.7209,0.709
0x2d0a51f13121503c,3,0.5337,0.8025,0.601,0.7672
0x2d0a51f13121503c,4,0.489,0.814,0.5571,0.7923
0x2d0a51f13121503c,5,0.4642,0.8428,0.5234,0.8142
0x2d0a51f13121503c,6,0.4622,0.8343,0.4959,0.825
0x2d0a51f13121503c,7,0.4706,0.8276,0.4795,0.8347
0x2d0a51f13121503c,8,0.5472,0.809,0.469,0.8339
0x2d0a51f13121503c,9,0.4272,0.8489,0.4685,0.8385
0x2d0a51f13121503c,10,0.4462,0.8377,0.4664,0.8394
0x3eb9a24ec1fc2455,1,0.5476,0.8026,1.313,0.7252
0x3eb9a24ec1fc2455,2,0.525,0.8188,0.5803,0.7964
0x3eb9a24ec1fc2455,3,0.5117,0.8275,0.5648,0.8046
0x3eb9a24ec1fc2455,4,0.4925,0.8244,0.5724,0.8038
0x3eb9a24ec1fc2455,5,0.4932,0.8237,0.561,0.8024
