round_epochs,val_loss,val_acc,loss,acc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neuron,last_activation,last_neuron,losses,optimizer,shapes
10,0.49574541446140835,0.8192856907844543,0.5088470597267151,0.8102143,elu,64,0.1,10,40,0,20,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4888409933192389,0.8171428442001343,0.5003949154445103,0.81378573,elu,32,0.1,10,60,2,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.4894951980795179,0.8152142763137817,0.5486297350611006,0.8020893,relu,128,0.2,10,40,1,20,softmax,10,categorical_crossentropy,Nadam,brick
10,0.5348523903233664,0.8089285492897034,0.554957780122757,0.79983926,elu,128,0.2,10,40,0,60,softmax,10,categorical_crossentropy,Adam,brick
10,0.49684596037864687,0.8158571720123291,0.5242100127509662,0.80455357,elu,32,0.2,10,40,1,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.5125507730415889,0.8144999742507935,0.5089587780066899,0.813125,relu,128,0.0,10,20,2,20,softmax,10,categorical_crossentropy,Adam,brick
10,0.4773355621269771,0.822857141494751,0.4820918118953705,0.82025,relu,64,0.1,10,40,0,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.46936612125805444,0.8267857432365417,0.4417834122436387,0.832375,relu,32,0.0,10,40,2,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.47132824277877805,0.8252142667770386,0.49867360835415975,0.8159107,relu,64,0.2,10,60,1,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.47560850593021936,0.8242142796516418,0.4824085879666465,0.8205,relu,64,0.2,10,60,0,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.5005404704298292,0.817642867565155,0.525699174608503,0.8058393,elu,128,0.2,10,40,1,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4938378392287663,0.8182857036590576,0.5130836067199707,0.8090536,elu,64,0.1,10,40,1,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.48062156086308616,0.8202142715454102,0.47204594004154204,0.82105356,elu,32,0.0,10,40,3,20,softmax,10,categorical_crossentropy,Adam,brick
10,0.4711809113366263,0.8220714330673218,0.4794566301107407,0.8214821,relu,32,0.2,10,60,0,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4896464354651315,0.8187142610549927,0.5474371049063547,0.80628574,relu,64,0.2,10,40,3,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4850376922062465,0.8195714354515076,0.5283263815641404,0.80525,relu,64,0.2,10,40,1,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.5083605209078108,0.8165000081062317,0.545667594398771,0.7993393,elu,64,0.2,10,20,1,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.504198725598199,0.8184999823570251,0.49955299813406806,0.815125,elu,64,0.0,10,40,0,20,softmax,10,categorical_crossentropy,Adam,brick
10,0.4741695204802922,0.8235714435577393,0.4939969389949526,0.8187857,relu,32,0.1,10,40,3,60,softmax,10,categorical_crossentropy,Nadam,brick
10,0.494558493580137,0.8205000162124634,0.5584298648663929,0.7952321,relu,32,0.2,10,20,1,40,softmax,10,categorical_crossentropy,Nadam,brick
10,0.48656869293962207,0.8224999904632568,0.5323366676143237,0.809625,relu,32,0.1,10,60,3,20,softmax,10,categorical_crossentropy,Nadam,brick
10,0.4915367320605687,0.8195714354515076,0.5261315728596279,0.8076607,relu,32,0.1,10,20,3,40,softmax,10,categorical_crossentropy,Adam,brick
10,0.5326700290271215,0.81121426820755,0.5264610124315534,0.8091071,relu,128,0.0,10,20,0,20,softmax,10,categorical_crossentropy,Adam,brick
10,0.4900291191169194,0.81721431016922,0.510231055872781,0.80817854,elu,64,0.1,10,40,2,40,softmax,10,categorical_crossentropy,Adam,brick
