id,epoch,val_loss,val_acc,loss,acc
0x1ba2f446262c2452,1,0.5982,0.7896,0.765,0.7517
0x1ba2f446262c2452,2,0.555,0.8044,0.5813,0.7919
0x1ba2f446262c2452,3,0.5335,0.8064,0.5549,0.7995
0x1ba2f446262c2452,4,0.5268,0.8109,0.5409,0.8018
0x1ba2f446262c2452,5,0.5155,0.8151,0.5304,0.8046
0x1ba2f446262c2452,6,0.5169,0.8126,0.5238,0.8067
0x1ba2f446262c2452,7,0.5045,0.8175,0.517,0.8091
0x1ba2f446262c2452,8,0.504,0.8179,0.5141,0.8092
0x1ba2f446262c2452,9,0.5019,0.8166,0.5115,0.8104
0x1ba2f446262c2452,10,0.4957,0.8193,0.5088,0.8102
0x1aa4686e30f20078,1,0.5547,0.7998,0.6849,0.7581
0x1aa4686e30f20078,2,0.5176,0.8114,0.5602,0.792
0x1aa4686e30f20078,3,0.5114,0.8104,0.54,0.8003
0x1aa4686e30f20078,4,0.5034,0.8146,0.5296,0.8021
0x1aa4686e30f20078,5,0.4953,0.8186,0.5196,0.8054
0x1aa4686e30f20078,6,0.4962,0.8169,0.514,0.8084
0x1aa4686e30f20078,7,0.4883,0.8193,0.5104,0.808
0x1aa4686e30f20078,8,0.4852,0.8179,0.5062,0.8112
0x1aa4686e30f20078,9,0.4888,0.8161,0.5027,0.8109
0x1aa4686e30f20078,10,0.4888,0.8171,0.5004,0.8138
0x7e3dfd34d8496bfa,1,0.6109,0.7845,0.9839,0.6701
0x7e3dfd34d8496bfa,2,0.5506,0.7996,0.6636,0.7607
0x7e3dfd34d8496bfa,3,0.5285,0.8029,0.6166,0.7782
0x7e3dfd34d8496bfa,4,0.5178,0.808,0.5939,0.7846
0x7e3dfd34d8496bfa,5,0.5094,0.8093,0.5829,0.7889
0x7e3dfd34d8496bfa,6,0.503,0.8124,0.5727,0.7923
0x7e3dfd34d8496bfa,7,0.4984,0.8154,0.5599,0.7983
0x7e3dfd34d8496bfa,8,0.4966,0.8161,0.5555,0.799
0x7e3dfd34d8496bfa,9,0.4924,0.8156,0.5508,0.8002
0x7e3dfd34d8496bfa,10,0.4895,0.8152,0.5486,0.8021
0x1dd1d0fcde8ca9a1,1,0.7157,0.7694,1.0504,0.682
0x1dd1d0fcde8ca9a1,2,0.6293,0.7837,0.6909,0.7649
0x1dd1d0fcde8ca9a1,3,0.5933,0.7933,0.6319,0.7797
0x1dd1d0fcde8ca9a1,4,0.5741,0.7988,0.6044,0.7854
0x1dd1d0fcde8ca9a1,5,0.5631,0.8022,0.5893,0.7898
0x1dd1d0fcde8ca9a1,6,0.5535,0.8051,0.5776,0.7922
0x1dd1d0fcde8ca9a1,7,0.5469,0.8074,0.5714,0.7943
0x1dd1d0fcde8ca9a1,8,0.543,0.8077,0.5644,0.7963
0x1dd1d0fcde8ca9a1,9,0.5385,0.8085,0.5592,0.7977
0x1dd1d0fcde8ca9a1,10,0.5349,0.8089,0.555,0.7998
0x51bb7de2cd562f8a,1,0.5562,0.8023,0.6899,0.7586
0x51bb7de2cd562f8a,2,0.5319,0.8053,0.5789,0.7879
0x51bb7de2cd562f8a,3,0.5158,0.8076,0.5582,0.7943
0x51bb7de2cd562f8a,4,0.5148,0.8138,0.5492,0.794
0x51bb7de2cd562f8a,5,0.5078,0.8121,0.5418,0.8007
0x51bb7de2cd562f8a,6,0.5025,0.816,0.5367,0.801
0x51bb7de2cd562f8a,7,0.5057,0.8136,0.5311,0.8031
0x51bb7de2cd562f8a,8,0.4974,0.8164,0.5295,0.8038
0x51bb7de2cd562f8a,9,0.5012,0.8169,0.5244,0.806
0x51bb7de2cd562f8a,10,0.4968,0.8159,0.5242,0.8046
0xb6b68002e7f3f3d,1,0.6839,0.7632,1.0916,0.6415
0xb6b68002e7f3f3d,2,0.5949,0.7929,0.6287,0.781
0xb6b68002e7f3f3d,3,0.562,0.8047,0.5785,0.796
0xb6b68002e7f3f3d,4,0.5487,0.8081,0.5558,0.8019
0xb6b68002e7f3f3d,5,0.5384,0.8075,0.5412,0.8045
0xb6b68002e7f3f3d,6,0.5307,0.8088,0.532,0.8062
0xb6b68002e7f3f3d,7,0.5232,0.8137,0.5237,0.8094
0xb6b68002e7f3f3d,8,0.5215,0.8111,0.5181,0.8107
0xb6b68002e7f3f3d,9,0.5173,0.8116,0.514,0.811
0xb6b68002e7f3f3d,10,0.5126,0.8145,0.509,0.8131
0x6cd5c3330d4dc935,1,0.5788,0.7987,0.772,0.7464
0x6cd5c3330d4dc935,2,0.5324,0.8068,0.5631,0.7961
0x6cd5c3330d4dc935,3,0.5163,0.8074,0.535,0.8026
0x6cd5c3330d4dc935,4,0.5032,0.8132,0.519,0.8082
0x6cd5c3330d4dc935,5,0.4962,0.8193,0.507,0.8126
0x6cd5c3330d4dc935,6,0.4909,0.8166,0.5016,0.8135
0x6cd5c3330d4dc935,7,0.4871,0.8214,0.4945,0.8149
0x6cd5c3330d4dc935,8,0.4844,0.8193,0.4903,0.8172
0x6cd5c3330d4dc935,9,0.4815,0.8206,0.4864,0.8184
0x6cd5c3330d4dc935,10,0.4773,0.8229,0.4821,0.8202
0x19882bda5ecca879,1,0.5055,0.8126,0.5933,0.7857
0x19882bda5ecca879,2,0.4945,0.8201,0.4958,0.8117
0x19882bda5ecca879,3,0.4833,0.8206,0.4793,0.8191
0x19882bda5ecca879,4,0.48,0.823,0.4694,0.8218
0x19882bda5ecca879,5,0.479,0.8201,0.4628,0.8246
0x19882bda5ecca879,6,0.4699,0.8262,0.4582,0.8272
0x19882bda5ecca879,7,0.4715,0.8243,0.4534,0.8276
0x19882bda5ecca879,8,0.4744,0.8247,0.4488,0.8298
0x19882bda5ecca879,9,0.4683,0.8249,0.4453,0.831
0x19882bda5ecca879,10,0.4694,0.8268,0.4418,0.8324
0x5f0b21a5a88290bb,1,0.5361,0.8063,0.75,0.7416
0x5f0b21a5a88290bb,2,0.5072,0.8121,0.5663,0.794
0x5f0b21a5a88290bb,3,0.4968,0.8158,0.5405,0.8006
0x5f0b21a5a88290bb,4,0.4865,0.8203,0.5276,0.8051
0x5f0b21a5a88290bb,5,0.4798,0.8202,0.5206,0.8086
0x5f0b21a5a88290bb,6,0.478,0.8207,0.5141,0.8111
0x5f0b21a5a88290bb,7,0.4769,0.8233,0.5069,0.8127
0x5f0b21a5a88290bb,8,0.4768,0.8226,0.5039,0.8134
0x5f0b21a5a88290bb,9,0.47,0.8261,0.4999,0.8155
0x5f0b21a5a88290bb,10,0.4713,0.8252,0.4987,0.8159
0x4c30a86800c4e432,1,0.5707,0.7969,0.7635,0.7463
0x4c30a86800c4e432,2,0.5247,0.8089,0.5635,0.7955
0x4c30a86800c4e432,3,0.5079,0.8145,0.5333,0.8038
0x4c30a86800c4e432,4,0.4978,0.8146,0.5187,0.8087
0x4c30a86800c4e432,5,0.4886,0.8221,0.508,0.8122
0x4c30a86800c4e432,6,0.4877,0.8196,0.5003,0.8139
0x4c30a86800c4e432,7,0.481,0.8244,0.4969,0.8157
0x4c30a86800c4e432,8,0.4796,0.8231,0.4909,0.8178
0x4c30a86800c4e432,9,0.4768,0.8224,0.4871,0.8192
0x4c30a86800c4e432,10,0.4756,0.8242,0.4824,0.8205
0x1832cb743904e1de,1,0.5802,0.793,0.7922,0.7336
